0,0
1,1
4,2
9,3
16,4
25,5
36,6
49,7
64,8
81,9
100,10
121,11
144,12
169,13
196,14
225,15
256,16
289,17
324,18
361,19
400,20
441,21
484,22
529,23
576,24
625,25
676,26
729,27
784,28
841,29
900,30
961,31
1024,32
1089,33
1156,34
1225,35
1296,36
1369,37
1444,38
1521,39
1600,40
1681,41
1764,42
1849,43
1936,44
2025,45
2116,46
2209,47
2304,48
2401,49
2500,50
2601,51
2704,52
2809,53
2916,54
3025,55
3136,56
3249,57
3364,58
3481,59
3600,60
3721,61
3844,62
3969,63
4096,64
4225,65
4356,66
4489,67
4624,68
4761,69
4900,70
5041,71
5184,72
5329,73
5476,74
5625,75
5776,76
5929,77
6084,78
6241,79
6400,80
6561,81
6724,82
6889,83
7056,84
7225,85
7396,86
7569,87
7744,88
7921,89
8100,90
8281,91
8464,92
8649,93
8836,94
9025,95
9216,96
9409,97
9604,98
9801,99
10000,100
10201,101
10404,102
10609,103
10816,104
11025,105
11236,106
11449,107
11664,108
11881,109
12100,110
12321,111
12544,112
12769,113
12996,114
13225,115
13456,116
13689,117
13924,118
14161,119
14400,120
14641,121
14884,122
15129,123
15376,124
15625,125
15876,126
16129,127
16384,128
16641,129
16900,130
17161,131
17424,132
17689,133
17956,134
18225,135
18496,136
18769,137
19044,138
19321,139
19600,140
19881,141
20164,142
20449,143
20736,144
21025,145
21316,146
21609,147
21904,148
22201,149
22500,150
22801,151
23104,152
23409,153
23716,154
24025,155
24336,156
24649,157
24964,158
25281,159
25600,160
25921,161
26244,162
26569,163
26896,164
27225,165
27556,166
27889,167
28224,168
28561,169
28900,170
29241,171
29584,172
29929,173
30276,174
30625,175
30976,176
31329,177
31684,178
32041,179
32400,180
32761,181
33124,182
33489,183
33856,184
34225,185
34596,186
34969,187
35344,188
35721,189
36100,190
36481,191
36864,192
37249,193
37636,194
38025,195
38416,196
38809,197
39204,198
39601,199
40000,200
40401,201
40804,202
41209,203
41616,204
42025,205
42436,206
42849,207
43264,208
43681,209
44100,210
44521,211
44944,212
45369,213
45796,214
46225,215
46656,216
47089,217
47524,218
47961,219
48400,220
48841,221
49284,222
49729,223
50176,224
50625,225
51076,226
51529,227
51984,228
52441,229
52900,230
53361,231
53824,232
54289,233
54756,234
55225,235
55696,236
56169,237
56644,238
57121,239
57600,240
58081,241
58564,242
59049,243
59536,244
60025,245
60516,246
61009,247
61504,248
62001,249
62500,250
63001,251
63504,252
64009,253
64516,254
65025,255
65536,256
66049,257
66564,258
67081,259
67600,260
68121,261
68644,262
69169,263
69696,264
70225,265
70756,266
71289,267
71824,268
72361,269
72900,270
73441,271
73984,272
74529,273
75076,274
75625,275
76176,276
76729,277
77284,278
77841,279
78400,280
78961,281
79524,282
80089,283
80656,284
81225,285
81796,286
82369,287
82944,288
83521,289
84100,290
84681,291
85264,292
85849,293
86436,294
87025,295
87616,296
88209,297
88804,298
89401,299
90000,300
90601,301
91204,302
91809,303
92416,304
93025,305
93636,306
94249,307
94864,308
95481,309
96100,310
96721,311
97344,312
97969,313
98596,314
99225,315
99856,316
100489,317
101124,318
101761,319
102400,320
103041,321
103684,322
104329,323
104976,324
105625,325
106276,326
106929,327
107584,328
108241,329
108900,330
109561,331
110224,332
110889,333
111556,334
112225,335
112896,336
113569,337
114244,338
114921,339
115600,340
116281,341
116964,342
117649,343
118336,344
119025,345
119716,346
120409,347
121104,348
121801,349
122500,350
123201,351
123904,352
124609,353
125316,354
126025,355
126736,356
127449,357
128164,358
128881,359
129600,360
130321,361
131044,362
131769,363
132496,364
133225,365
133956,366
134689,367
135424,368
136161,369
136900,370
137641,371
138384,372
139129,373
139876,374
140625,375
141376,376
142129,377
142884,378
143641,379
144400,380
145161,381
145924,382
146689,383
147456,384
148225,385
148996,386
149769,387
150544,388
151321,389
152100,390
152881,391
153664,392
154449,393
155236,394
156025,395
156816,396
157609,397
158404,398
159201,399
160000,400
160801,401
161604,402
162409,403
163216,404
164025,405
164836,406
165649,407
166464,408
167281,409
168100,410
168921,411
169744,412
170569,413
171396,414
172225,415
173056,416
173889,417
174724,418
175561,419
176400,420
177241,421
178084,422
178929,423
179776,424
180625,425
181476,426
182329,427
183184,428
184041,429
184900,430
185761,431
186624,432
187489,433
188356,434
189225,435
190096,436
190969,437
191844,438
192721,439
193600,440
194481,441
195364,442
196249,443
197136,444
198025,445
198916,446
199809,447
200704,448
201601,449
202500,450
203401,451
204304,452
205209,453
206116,454
207025,455
207936,456
208849,457
209764,458
210681,459
211600,460
212521,461
213444,462
214369,463
215296,464
216225,465
217156,466
218089,467
219024,468
219961,469
220900,470
221841,471
222784,472
223729,473
224676,474
225625,475
226576,476
227529,477
228484,478
229441,479
230400,480
231361,481
232324,482
233289,483
234256,484
235225,485
236196,486
237169,487
238144,488
239121,489
240100,490
241081,491
242064,492
243049,493
244036,494
245025,495
246016,496
247009,497
248004,498
249001,499
250000,500
251001,501
252004,502
253009,503
254016,504
255025,505
256036,506
257049,507
258064,508
259081,509
260100,510
261121,511
262144,512
263169,513
264196,514
265225,515
266256,516
267289,517
268324,518
269361,519
270400,520
271441,521
272484,522
273529,523
274576,524
275625,525
276676,526
277729,527
278784,528
279841,529
280900,530
281961,531
283024,532
284089,533
285156,534
286225,535
287296,536
288369,537
289444,538
290521,539
291600,540
292681,541
293764,542
294849,543
295936,544
297025,545
298116,546
299209,547
300304,548
301401,549
302500,550
303601,551
304704,552
305809,553
306916,554
308025,555
309136,556
310249,557
311364,558
312481,559
313600,560
314721,561
315844,562
316969,563
318096,564
319225,565
320356,566
321489,567
322624,568
323761,569
324900,570
326041,571
327184,572
328329,573
329476,574
330625,575
331776,576
332929,577
334084,578
335241,579
336400,580
337561,581
338724,582
339889,583
341056,584
342225,585
343396,586
344569,587
345744,588
346921,589
348100,590
349281,591
350464,592
351649,593
352836,594
354025,595
355216,596
356409,597
357604,598
358801,599
360000,600
361201,601
362404,602
363609,603
364816,604
366025,605
367236,606
368449,607
369664,608
370881,609
372100,610
373321,611
374544,612
375769,613
376996,614
378225,615
379456,616
380689,617
381924,618
383161,619
384400,620
385641,621
386884,622
388129,623
389376,624
390625,625
391876,626
393129,627
394384,628
395641,629
396900,630
398161,631
399424,632
400689,633
401956,634
403225,635
404496,636
405769,637
407044,638
408321,639
409600,640
410881,641
412164,642
413449,643
414736,644
416025,645
417316,646
418609,647
419904,648
421201,649
422500,650
423801,651
425104,652
426409,653
427716,654
429025,655
430336,656
431649,657
432964,658
434281,659
435600,660
436921,661
438244,662
439569,663
440896,664
442225,665
443556,666
444889,667
446224,668
447561,669
448900,670
450241,671
451584,672
452929,673
454276,674
455625,675
456976,676
458329,677
459684,678
461041,679
462400,680
463761,681
465124,682
466489,683
467856,684
469225,685
470596,686
471969,687
473344,688
474721,689
476100,690
477481,691
478864,692
480249,693
481636,694
483025,695
484416,696
485809,697
487204,698
488601,699
490000,700
491401,701
492804,702
494209,703
495616,704
497025,705
498436,706
499849,707
501264,708
502681,709
504100,710
505521,711
506944,712
508369,713
509796,714
511225,715
512656,716
514089,717
515524,718
516961,719
518400,720
519841,721
521284,722
522729,723
524176,724
525625,725
527076,726
528529,727
529984,728
531441,729
532900,730
534361,731
535824,732
537289,733
538756,734
540225,735
541696,736
543169,737
544644,738
546121,739
547600,740
549081,741
550564,742
552049,743
553536,744
555025,745
556516,746
558009,747
559504,748
561001,749
562500,750
564001,751
565504,752
567009,753
568516,754
570025,755
571536,756
573049,757
574564,758
576081,759
577600,760
579121,761
580644,762
582169,763
583696,764
585225,765
586756,766
588289,767
589824,768
591361,769
592900,770
594441,771
595984,772
597529,773
599076,774
600625,775
602176,776
603729,777
605284,778
606841,779
608400,780
609961,781
611524,782
613089,783
614656,784
616225,785
617796,786
619369,787
620944,788
622521,789
624100,790
625681,791
627264,792
628849,793
630436,794
632025,795
633616,796
635209,797
636804,798
638401,799
640000,800
641601,801
643204,802
644809,803
646416,804
648025,805
649636,806
651249,807
652864,808
654481,809
656100,810
657721,811
659344,812
660969,813
662596,814
664225,815
665856,816
667489,817
669124,818
670761,819
672400,820
674041,821
675684,822
677329,823
678976,824
680625,825
682276,826
683929,827
685584,828
687241,829
688900,830
690561,831
692224,832
693889,833
695556,834
697225,835
698896,836
700569,837
702244,838
703921,839
705600,840
707281,841
708964,842
710649,843
712336,844
714025,845
715716,846
717409,847
719104,848
720801,849
722500,850
724201,851
725904,852
727609,853
729316,854
731025,855
732736,856
734449,857
736164,858
737881,859
739600,860
741321,861
743044,862
744769,863
746496,864
748225,865
749956,866
751689,867
